1713010701,75,95,85,91,89,85
1713010702,80,95,85,87,92,90
1713010703,65,85,95,87,85,85
1713010704,60,75,85,78,83,85
1713010705,81,85,95,74,76,75
1713010706,72,85,95,85,90,85
1713010707,93,95,85,87,85,85
1713010708,81,95,95,93,95,85
1713010709,78,95,95,88,85,85
1713010710,81,85,95,80,78,85
1713010711,64,85,85,77,63,85
1713010712,65,65,75,70,59,60
1713010713,91,95,75,92,80,85
1713010714,85,85,85,89,74,85
1713010715,80,75,95,83,69,70
1713010716,73,95,95,85,87,95
1713010717,85,95,95,91,80,95
1713010718,79,75,85,89,68,85
1713010719,85,85,85,82,67,75
1713010720,70,75,95,70,80,85
1713010721,73,85,85,83,64,85
1713010722,79,75,95,87,78,85
1713010723,87,85,95,84,80,85
1713010724,70,65,85,79,64,59
1713010725,90,85,95,66,61,65
1713010726,78,75,85,87,78,85
1713010727,88,85,65,94,78,85
1713010728,93,65,75,83,75,85
1713010729,85,85,85,80,74,75
1713010731,83,75,95,87,73,85
1713010732,88,95,95,86,92,95
1713010733,81,85,85,88,90,95
1713010734,83,75,75,80,79,75
1713010735,93,75,85,74,77,85
1713010736,77,85,75,76,89,85
1713010737,89,65,85,79,80,85
1713010738,69,85,75,66,75,85
1713010739,75,95,75,82,87,85
1713010740,76,85,95,76,92,85
1713010741,70,85,85,85,90,95
1713010742,85,85,75,81,84,75
1713010743,86,95,95,89,87,95
1713010744,66,85,95,78,82,85
1713010745,69,95,95,76,88,85
1713010746,80,95,85,80,86,85
1713010747,82,85,85,77,91,95
1713010748,79,95,75,80,74,75
1713010749,85,75,75,75,89,95
1713010750,77,85,85,80,78,80
1713010751,82,65,75,86,88,85
1713010753,79,75,75,79,87,95
