1713010101,63,95,95,84,75,85
1713010102,74,95,75,87,80,75
1713010103,74,85,75,83,84,75
1713010104,78,95,95,86,93,85
1713010105,78,85,95,78,93,85
1713010106,85,95,95,91,80,80
1713010107,83,85,95,85,82,85
1713010108,84,85,85,88,80,80
1713010109,75,85,95,84,86,85
1713010110,84,85,85,89,89,85
1713010111,72,75,85,87,85,85
1713010112,71,75,95,82,74,85
1713010113,69,85,85,82,69,75
1713010114,64,65,85,77,64,85
1713010115,62,95,85,71,78,85
1713010116,69,75,95,83,89,85
1713010118,55,65,85,70,61,85
1713010119,96,85,95,87,94,95
1713010120,62,65,75,80,50,85
1713010121,74,95,75,80,90,85
1713010122,80,85,95,87,92,95
1713010123,71,65,85,87,81,85
1713010124,88,85,95,89,82,95
1713010125,63,59,0,0,64,85
1713010126,80,75,85,88,80,85
1713010127,68,85,85,84,53,65
1713010128,75,75,65,81,66,85
1713010129,72,95,85,73,78,85
1713010130,69,75,65,78,70,85
1713010131,74,95,65,92,68,85
1713010132,67,85,95,88,82,85
1713010133,60,85,75,69,74,75
1713010134,74,85,85,78,70,75
1713010135,82,85,75,83,90,85
1713010136,83,85,95,76,78,95
1713010137,76,95,85,84,71,85
1713010138,76,75,85,89,82,85
1713010139,71,75,85,75,77,85
1713010140,67,85,75,69,75,85
1713010141,60,85,85,84,80,85
1713010142,73,85,85,79,89,85
1713010143,86,95,85,91,93,85
1713010144,79,85,95,89,73,75
1713010145,67,85,65,74,60,75
1713010146,69,75,65,88,76,85
1713010147,80,85,75,81,82,85
1713010148,79,85,75,87,73,75
1713010149,82,85,85,91,85,85
1713010150,73,75,95,81,88,85
1713010151,86,75,65,74,89,85
1713010152,79,85,85,85,81,85
1713010153,67,95,75,75,87,85
1713010201,81,95,95,91,93,85
1713010202,69,75,65,86,86,85
1713010203,68,59,85,72,73,65
1713010204,82,85,75,82,73,85
1713010205,68,95,75,87,75,85
1713010206,66,85,75,79,63,85
1713010207,63,85,75,89,80,85
1713010208,79,75,85,80,90,85
1713010209,86,85,85,88,76,59
1713010211,91,95,95,88,94,85
1713010212,75,75,75,79,83,85
1713010213,60,85,85,81,75,75
1713010214,76,95,85,95,71,85
1713010215,76,85,75,78,89,95
1713010216,66,85,75,83,80,85
1713010217,76,75,75,79,75,85
1713010218,60,75,95,69,75,85
1713010219,76,75,85,89,74,95
1713010220,78,75,75,79,79,95
1713010221,86,85,85,88,86,85
1713010222,71,95,75,82,70,85
1713010223,87,95,85,90,84,85
1713010224,73,85,75,87,81,95
1713010225,75,75,65,82,51,75
1713010226,61,85,75,76,81,85
1713010227,80,85,65,73,61,85
1713010228,78,65,65,70,73,85
1713010229,61,65,65,64,49,75
1713010230,0,59,59,0,0,0
1713010231,88,85,85,90,92,85
1713010232,67,65,75,85,82,85
1713010233,69,95,65,84,44,65
1713010234,72,65,85,82,76,85
1713010235,79,85,85,75,91,85
1713010236,87,85,65,79,75,75
1713010237,66,75,75,71,66,60
1713010238,73,85,95,80,90,85
1713010239,92,95,85,86,89,95
1713010240,60,75,75,76,50,65
1713010241,81,85,75,78,72,65
1713010242,85,85,75,88,84,85
1713010243,84,85,85,80,70,59
1713010244,61,75,75,77,55,85
1713010245,86,75,75,87,70,85
1713010246,56,85,75,67,80,75
1713010247,62,85,65,63,75,85
1713010248,77,95,85,91,80,85
1713010249,68,85,75,79,85,85
1713010250,82,65,75,77,77,85
1713010251,82,85,75,81,91,95
1713010252,69,75,75,87,80,85
1713010253,70,95,85,82,75,85
1713010301,96,95,95,90,91,95
1713010302,95,85,85,85,85,85
1713010303,87,95,85,90,74,85
1713010304,71,85,65,76,83,85
1713010305,89,85,75,88,70,85
1713010306,94,85,75,91,95,95
1713010307,88,65,95,81,84,80
1713010308,77,65,85,81,56,85
1713010309,82,85,85,88,88,95
1713010310,81,65,75,80,76,70
1713010311,83,85,75,88,88,95
1713010312,72,85,95,82,74,75
1713010313,60,75,85,68,70,85
1713010314,87,75,85,74,76,85
1713010315,87,85,75,84,80,95
1713010316,66,65,75,63,65,70
1713010317,80,75,75,61,60,65
1713010318,71,85,75,88,73,85
1713010319,83,85,85,82,64,85
1713010320,70,85,85,76,84,85
1713010321,68,75,85,77,80,85
1713010322,73,85,95,81,80,85
1713010323,84,85,95,87,70,85
1713010324,88,65,85,72,33,59
1713010325,62,85,75,53,71,75
1713010326,80,85,85,82,65,85
1713010327,85,95,85,85,85,95
1713010328,67,75,85,84,77,80
1713010329,79,95,75,86,75,95
1713010330,70,65,95,84,76,85
1713010331,50,75,85,79,70,75
1713010332,68,75,75,79,82,85
1713010333,84,85,75,81,70,95
1713010334,83,85,75,80,75,95
1713010335,82,95,85,86,80,95
1713010336,85,85,75,85,90,95
1713010337,73,85,75,80,70,85
1713010338,83,75,75,73,70,75
1713010339,83,75,85,83,89,95
1713010340,62,75,65,75,73,75
1713010341,75,85,85,78,86,85
1713010342,69,85,65,83,70,95
1713010343,79,85,65,89,65,85
1713010344,60,59,75,77,50,59
1713010345,60,85,95,69,35,65
1713010346,84,75,95,84,82,85
1713010347,79,65,85,66,77,75
1713010349,53,75,75,68,63,70
1713010350,91,95,95,91,94,90
1713010351,81,95,95,86,74,70
1713010352,82,75,85,84,81,85
1713010353,82,85,85,86,64,85
1713010401,77,85,75,84,92,95
1713010402,62,95,85,79,75,95
1713010403,82,95,75,83,87,95
1713010404,97,95,85,90,92,95
1713010405,49,85,65,80,60,70
1713010406,90,95,75,87,75,85
1713010408,64,95,65,74,75,80
1713010409,62,85,75,86,78,80
1713010410,89,95,75,85,92,95
1713010411,85,75,75,89,75,85
1713010412,50,85,85,70,64,85
1713010413,69,85,75,88,75,85
1713010414,75,95,85,83,79,95
1713010415,64,95,75,64,62,75
1713010416,50,95,95,75,82,85
1713010417,65,85,75,79,60,65
1713010418,75,85,65,72,73,85
1713010419,69,85,85,69,87,95
1713010420,80,95,75,75,77,85
1713010421,77,95,75,84,85,85
1713010422,84,75,75,67,78,75
1713010423,80,95,85,91,63,65
1713010424,86,75,85,69,73,75
1713010425,66,75,85,70,55,75
1713010426,69,85,85,81,73,85
1713010427,80,75,75,80,70,75
1713010428,69,85,75,90,48,65
1713010429,73,95,75,82,75,85
1713010430,85,95,85,86,81,85
1713010431,77,65,75,79,93,90
1713010432,73,85,75,89,69,85
1713010433,75,85,85,76,78,85
1713010434,77,95,85,82,73,85
1713010435,86,95,75,83,78,85
1713010436,73,85,75,73,41,75
1713010437,90,85,75,85,76,85
1713010438,93,85,85,89,63,95
1713010439,84,95,85,80,94,95
1713010440,86,85,75,87,81,85
1713010441,80,95,85,88,76,85
1713010442,90,95,85,89,88,85
1713010443,80,95,85,83,78,85
1713010444,83,75,65,83,64,95
1713010445,72,85,75,84,85,85
1713010446,76,85,85,80,88,85
1713010447,80,65,65,61,44,60
1713010448,72,95,75,83,76,85
1713010449,83,95,75,88,74,85
1713010450,81,75,75,81,46,85
1713010451,84,85,75,83,71,85
1713010453,83,85,75,82,69,85
1713010501,77,85,75,73,60,85
1713010502,74,85,65,82,88,85
1713010503,58,95,75,83,76,60
1713010504,73,75,75,81,75,95
1713010505,65,65,95,74,80,80
1713010506,89,95,95,89,88,85
1713010507,76,85,95,84,76,85
1713010508,71,85,95,85,76,85
1713010509,77,85,75,80,65,85
1713010510,76,95,95,89,80,80
1713010511,58,85,65,76,70,85
1713010512,76,75,85,81,85,85
1713010513,65,95,95,87,81,85
1713010514,77,75,75,90,73,95
1713010515,54,75,75,67,76,85
1713010516,85,95,85,81,90,85
1713010517,50,65,75,71,84,75
1713010518,70,85,95,83,75,85
1713010519,60,75,75,66,70,75
1713010520,81,95,75,85,78,75
1713010521,88,85,75,83,88,85
1713010522,81,95,85,80,75,85
1713010523,79,95,75,86,68,85
1713010524,65,95,75,57,73,59
1713010525,71,85,85,80,63,75
1713010526,82,85,65,86,66,75
1713010527,75,95,75,81,70,85
1713010528,67,95,85,79,79,85
1713010529,66,85,85,87,69,95
1713010530,76,75,75,79,65,85
1713010531,80,95,95,72,87,95
1713010532,54,85,75,71,84,85
1713010533,69,95,75,78,60,85
1713010534,74,95,75,85,78,85
1713010535,75,85,65,81,94,75
1713010536,54,95,85,84,82,95
1713010537,67,85,85,80,66,85
1713010538,63,85,75,72,83,85
1713010539,69,85,85,84,83,95
1713010540,65,75,75,81,85,80
1713010541,71,75,75,76,80,85
1713010542,83,75,75,78,86,85
1713010543,82,95,85,76,91,95
1713010544,66,85,75,63,89,85
1713010545,69,85,85,83,76,85
1713010546,63,85,75,88,77,85
1713010547,64,75,85,70,86,85
1713010548,64,95,85,79,80,95
1713010549,65,65,75,64,67,75
1713010550,68,85,85,88,70,85
1713010551,76,75,75,79,60,75
1713010552,78,95,95,81,91,95
1713010553,79,85,75,86,77,70
1713010601,80,95,95,77,84,95
1713010602,60,85,75,82,76,75
1713010603,55,85,95,82,71,85
1713010606,72,85,85,81,88,85
1713010607,86,85,85,90,82,85
1713010608,89,85,75,92,86,85
1713010609,76,85,85,79,88,85
1713010610,92,85,75,92,78,85
1713010611,95,95,95,94,80,85
1713010612,91,85,85,96,94,95
1713010613,84,85,85,87,90,85
1713010614,60,85,95,70,45,65
1713010615,84,95,85,82,90,85
1713010616,85,95,95,75,61,85
1713010617,62,85,65,79,63,85
1713010618,93,95,85,94,88,95
1713010619,71,95,85,68,54,75
1713010620,86,95,85,85,91,85
1713010622,75,85,75,80,75,85
1713010623,65,85,95,74,86,95
1713010624,72,95,95,88,90,85
1713010625,78,85,65,84,80,85
1713010626,71,65,85,86,78,85
1713010627,76,85,75,75,83,85
1713010628,91,85,95,88,93,95
1713010629,61,75,85,64,58,59
1713010630,67,75,75,79,86,95
1713010631,81,95,95,84,95,95
1713010632,71,85,75,86,75,85
1713010633,71,85,85,74,84,95
1713010634,72,95,85,83,90,85
1713010635,82,95,75,80,88,85
1713010636,85,95,85,87,75,85
1713010637,60,85,75,77,80,85
1713010638,89,95,95,89,97,85
1713010639,71,95,85,86,68,85
1713010641,79,95,95,82,72,85
1713010642,85,85,95,81,94,95
1713010643,82,95,85,91,80,85
1713010644,70,75,75,70,81,85
1713010645,89,95,95,85,83,95
1713010646,88,95,95,85,90,85
1713010647,85,85,75,86,86,95
1713010648,65,95,75,77,77,95
1713010649,78,65,85,76,89,85
1713010650,76,65,75,74,88,85
1713010652,62,85,75,70,72,85
1713010653,78,95,85,76,91,95
1713010701,75,95,85,91,89,85
1713010702,80,95,85,87,92,90
1713010703,65,85,95,87,85,85
1713010704,60,75,85,78,83,85
1713010705,81,85,95,74,76,75
1713010706,72,85,95,85,90,85
1713010707,93,95,85,87,85,85
1713010708,81,95,95,93,95,85
1713010709,78,95,95,88,85,85
1713010710,81,85,95,80,78,85
1713010711,64,85,85,77,63,85
1713010712,65,65,75,70,59,60
1713010713,91,95,75,92,80,85
1713010714,85,85,85,89,74,85
1713010715,80,75,95,83,69,70
1713010716,73,95,95,85,87,95
1713010717,85,95,95,91,80,95
1713010718,79,75,85,89,68,85
1713010719,85,85,85,82,67,75
1713010720,70,75,95,70,80,85
1713010721,73,85,85,83,64,85
1713010722,79,75,95,87,78,85
1713010723,87,85,95,84,80,85
1713010724,70,65,85,79,64,59
1713010725,90,85,95,66,61,65
1713010726,78,75,85,87,78,85
1713010727,88,85,65,94,78,85
1713010728,93,65,75,83,75,85
1713010729,85,85,85,80,74,75
1713010731,83,75,95,87,73,85
1713010732,88,95,95,86,92,95
1713010733,81,85,85,88,90,95
1713010734,83,75,75,80,79,75
1713010735,93,75,85,74,77,85
1713010736,77,85,75,76,89,85
1713010737,89,65,85,79,80,85
1713010738,69,85,75,66,75,85
1713010739,75,95,75,82,87,85
1713010740,76,85,95,76,92,85
1713010741,70,85,85,85,90,95
1713010742,85,85,75,81,84,75
1713010743,86,95,95,89,87,95
1713010744,66,85,95,78,82,85
1713010745,69,95,95,76,88,85
1713010746,80,95,85,80,86,85
1713010747,82,85,85,77,91,95
1713010748,79,95,75,80,74,75
1713010749,85,75,75,75,89,95
1713010750,77,85,85,80,78,80
1713010751,82,65,75,86,88,85
1713010753,79,75,75,79,87,95
1713010801,75,75,95,76,80,85
1713010802,78,95,95,85,85,75
1713010803,93,85,95,91,85,85
1713010804,83,85,95,88,92,95
1713010805,84,85,95,87,83,95
1713010806,86,95,75,72,70,85
1713010807,78,95,75,84,73,85
1713010808,87,95,85,85,60,75
1713010809,78,75,85,78,77,80
1713010810,80,85,95,70,75,85
1713010811,79,95,95,72,80,85
1713010812,63,65,95,88,71,85
1713010813,61,75,75,66,65,75
1713010814,60,75,75,78,83,85
1713010815,70,75,95,78,65,70
1713010816,80,95,85,86,82,85
1713010817,75,75,95,68,70,95
1713010818,71,95,85,78,87,85
1713010819,68,95,95,91,90,85
1713010820,95,95,75,89,88,85
1713010821,65,75,95,82,75,85
1713010822,94,95,85,89,63,85
1713010823,77,95,85,87,73,95
1713010824,83,65,85,80,60,75
1713010825,74,75,85,83,80,85
1713010826,73,85,95,86,60,65
1713010827,89,95,65,89,80,85
1713010828,90,95,75,84,68,85
1713010829,82,95,85,84,75,85
1713010830,75,95,95,79,80,85
1713010831,85,95,75,80,88,95
1713010832,66,75,85,76,70,85
1713010834,70,85,75,78,78,85
1713010835,49,65,95,91,73,85
1713010836,81,95,85,80,88,85
1713010837,84,85,75,92,78,85
1713010840,88,85,75,80,88,85
1713010841,67,85,75,78,89,85
1713010842,90,95,95,78,90,85
1713010843,72,85,85,84,75,85
1713010844,76,75,75,82,90,85
1713010845,93,75,75,84,75,85
1713010846,93,95,85,92,95,95
1713010847,77,95,85,83,90,85
1713010848,83,95,95,81,78,85
1713010849,60,95,75,68,65,59
1713010850,68,75,75,86,75,85
1713010851,91,75,85,77,81,85
1713010852,75,75,65,82,78,85
1713010853,85,95,75,73,65,65
1713010901,94,75,95,87,94,75
1713010902,92,95,75,86,83,85
1713010903,92,95,95,84,80,85
1713010904,79,75,85,81,89,75
1713010905,89,85,95,88,95,75
1713010906,70,75,95,86,98,65
1713010907,80,95,85,82,78,85
1713010908,96,95,95,89,92,95
1713010909,80,95,85,83,87,85
1713010910,91,75,95,93,96,75
1713010911,72,75,95,84,90,65
1713010912,87,85,85,86,73,85
1713010913,66,75,75,71,81,80
1713010914,68,75,85,87,58,65
1713010915,90,95,75,84,86,85
1713010916,91,85,95,91,83,85
1713010917,99,95,95,90,78,85
1713010918,95,95,95,90,90,95
1713010919,75,85,85,80,64,65
1713010920,49,75,85,87,79,85
1713010921,81,75,85,62,75,85
1713010922,84,75,95,87,75,85
1713010923,82,85,75,81,73,85
1713010924,89,75,75,80,85,85
1713010925,87,75,95,85,73,75
1713010926,89,75,95,88,96,75
1713010927,83,95,85,88,72,65
1713010928,86,65,75,71,81,85
1713010929,90,75,85,73,68,95
1713010930,77,65,95,84,79,65
1713010931,82,85,95,79,91,85
1713010932,77,65,85,70,62,85
1713010933,88,75,95,64,74,95
1713010934,83,75,95,82,78,95
1713010935,77,95,75,62,73,75
1713010936,90,95,95,86,65,85
1713010937,90,85,95,87,97,85
